HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3526;K2CDWMTXCREFD;1707914795289392896;13094040934605329930;331;99;4;250;3;2;225;0;2721350251;148;106;1;117;1816173806;88;51
-;12233A;MTXCREFD;0;3526;K2CDWMTXCREFD;1707914795289392896;13094040934605329930;331;7;3;170;4;1;174;0;1957141156;175;131;0;184;1544540045;185;108
-;12233A;MTXCREFD;0;3527;K2CDWMTXCREFD;1707914795292471552;7682346733872296501;331;11;6;160;6;3;231;0;3994685484;93;11;1;35;-908634912;149;83
-;12233A;MTXCREFD;0;3527;K2CDWMTXCREFD;1707914795292471552;7682346733872296501;331;11;2;154;2;2;106;0;623485244;43;7;0;26;-2087628201;223;174
-;12233A;MTXCREFD;0;3527;K2CDWMTXCREFD;1707914795292471552;7682346733872296501;331;5;2;63;2;1;184;3;4084487335;138;194;0;254;1177263601;215;198
-;12233A;MTXCREFD;0;3527;K2CDWMTXCREFD;1707914795292471552;7682346733872296501;331;5;5;15;3;1;165;2;1096893170;91;196;1;146;1898670262;240;8
-;12233A;MTXCREFD;0;3527;K2CDWMTXCREFD;1707914795292471552;7682346733872296501;331;8;5;109;1;2;199;0;2751375787;197;0;1;222;-1363251695;48;100
-;12233A;MTXCREFD;0;3528;K2CDWMTXCREFD;1707914795295534336;15070618647387574486;331;11;4;188;3;1;116;0;485429316;77;103;1;254;581961092;212;232
-;12233A;MTXCREFD;0;3528;K2CDWMTXCREFD;1707914795295534336;15070618647387574486;331;6;2;199;4;3;105;0;615184661;152;89;1;231;-726984569;197;75
-;12233A;MTXCREFD;0;3528;K2CDWMTXCREFD;1707914795295534336;15070618647387574486;331;17;1;23;2;3;209;2;2379241105;107;151;1;163;-1440807219;76;154
-;12233A;MTXCREFD;0;3528;K2CDWMTXCREFD;1707914795295534336;15070618647387574486;331;9;5;199;3;3;239;2;4174185887;159;14;1;79;-1010377679;85;179
-;12233A;MTXCREFD;0;3528;K2CDWMTXCREFD;1707914795295534336;15070618647387574486;331;4;5;137;6;1;58;2;335844384;148;181;0;130;1936203157;48;68
-;12233A;MTXCREFD;0;3529;K2CDWMTXCREFD;1707914795298606080;6433074291788178387;331;10;8;117;6;2;118;2;740036377;173;97;1;17;947279642;203;174
-;12233A;MTXCREFD;0;3529;K2CDWMTXCREFD;1707914795298606080;6433074291788178387;331;4;6;189;0;0;247;3;1826237254;51;126;0;65;327118107;182;78
-;12233A;MTXCREFD;0;3529;K2CDWMTXCREFD;1707914795298606080;6433074291788178387;331;14;1;204;1;3;204;0;192588068;205;163;0;191;-745473803;226;194
-;12233A;MTXCREFD;0;3529;K2CDWMTXCREFD;1707914795298606080;6433074291788178387;331;1;5;78;6;1;233;0;2819238245;139;162;0;65;591982159;212;99
-;12233A;MTXCREFD;0;3529;K2CDWMTXCREFD;1707914795298606080;6433074291788178387;331;15;3;161;0;0;175;0;748336172;97;121;0;81;1771042027;45;230
-;12233A;MTXCREFD;0;3530;K2CDWMTXCREFD;1707914795301657088;13209668009202080525;331;99;7;252;5;2;216;0;2474094835;143;64;1;202;1349037962;133;52
-;12233A;MTXCREFD;0;3530;K2CDWMTXCREFD;1707914795301657088;13209668009202080525;331;99;1;84;6;2;157;3;1907385335;178;233;1;71;1541487138;21;136
-;12233A;MTXCREFD;0;3530;K2CDWMTXCREFD;1707914795301657088;13209668009202080525;331;7;6;252;5;0;161;0;3123772136;129;55;0;153;-1995626877;3;137
-;12233A;MTXCREFD;0;3530;K2CDWMTXCREFD;1707914795301657088;13209668009202080525;331;11;7;184;6;1;218;2;3350176434;91;203;1;130;-282348991;72;189
-;12233A;MTXCREFD;0;3530;K2CDWMTXCREFD;1707914795301657088;13209668009202080525;331;15;1;119;5;0;67;2;3112909337;192;133;1;112;2061747539;144;158
-;12233A;MTXCREFD;0;3531;K2CDWMTXCREFD;1707914795304729856;11984547423987919836;331;1;6;154;2;1;74;3;2674781694;7;141;0;131;-1521711534;213;169
-;12233A;MTXCREFD;0;3531;K2CDWMTXCREFD;1707914795304729856;11984547423987919836;331;4;4;192;0;3;20;2;2192442363;89;48;0;151;1768596531;158;135
-;12233A;MTXCREFD;0;3531;K2CDWMTXCREFD;1707914795304729856;11984547423987919836;331;10;8;19;3;2;22;2;2565848375;228;161;0;128;1513518724;238;4
-;12233A;MTXCREFD;0;3531;K2CDWMTXCREFD;1707914795304729856;11984547423987919836;331;5;2;164;0;2;45;0;3591228028;192;153;1;28;1846865179;233;79
-;12233A;MTXCREFD;0;3531;K2CDWMTXCREFD;1707914795304729856;11984547423987919836;331;99;3;112;3;0;123;3;2262957743;236;21;1;57;-1961800421;134;229
-;12233A;MTXCREFD;0;3532;K2CDWMTXCREFD;1707914795307785984;2904278407612852362;331;1;4;82;6;3;85;0;2390813929;60;154;1;55;940669290;188;253
-;12233A;MTXCREFD;0;3532;K2CDWMTXCREFD;1707914795307785984;2904278407612852362;331;99;8;172;2;0;174;3;257860030;103;49;0;28;880010651;41;187
-;12233A;MTXCREFD;0;3532;K2CDWMTXCREFD;1707914795307785984;2904278407612852362;331;17;2;77;1;0;173;2;1222425270;90;70;0;183;976256906;221;58
-;12233A;MTXCREFD;0;3532;K2CDWMTXCREFD;1707914795307785984;2904278407612852362;331;9;1;94;4;2;19;3;2478604338;126;117;0;201;-1980866982;39;198
-;12233A;MTXCREFD;0;3532;K2CDWMTXCREFD;1707914795307785984;2904278407612852362;331;5;7;12;3;2;203;3;1024421572;85;214;0;246;-929590589;68;1
-;12233A;MTXCREFD;0;3533;K2CDWMTXCREFD;1707914795310854400;12134034298791247675;331;17;6;178;2;3;130;0;945066528;223;71;1;7;-1995484180;12;78
-;12233A;MTXCREFD;0;3533;K2CDWMTXCREFD;1707914795310854400;12134034298791247675;331;2;7;175;3;0;227;2;3765315038;244;170;0;184;1258206552;159;179
-;12233A;MTXCREFD;0;3533;K2CDWMTXCREFD;1707914795310854400;12134034298791247675;331;8;8;210;1;3;51;2;738423826;34;230;0;87;-1733738476;193;212
-;12233A;MTXCREFD;0;3533;K2CDWMTXCREFD;1707914795310854400;12134034298791247675;331;5;7;98;1;1;220;0;2207334084;67;18;0;14;1689208092;30;29
-;12233A;MTXCREFD;0;3533;K2CDWMTXCREFD;1707914795310854400;12134034298791247675;331;5;8;7;2;2;193;3;203699137;73;154;1;176;1318479778;55;102
-;12233A;MTXCREFD;0;3534;K2CDWMTXCREFD;1707914795313911552;11988508854960067109;331;14;6;80;3;3;21;3;1480771254;35;54;1;247;-2012912782;3;212
-;12233A;MTXCREFD;0;3534;K2CDWMTXCREFD;1707914795313911552;11988508854960067109;331;7;6;77;1;2;154;3;1609551492;159;7;0;123;-2133693828;1;67
-;12233A;MTXCREFD;0;3534;K2CDWMTXCREFD;1707914795313911552;11988508854960067109;331;5;1;21;2;2;64;2;2843255937;243;240;1;163;-15633646;106;28
-;12233A;MTXCREFD;0;3534;K2CDWMTXCREFD;1707914795313911552;11988508854960067109;331;14;1;27;3;0;141;2;1880841466;84;111;1;53;1025580263;6;176
-;12233A;MTXCREFD;0;3534;K2CDWMTXCREFD;1707914795313911552;11988508854960067109;331;9;6;193;1;2;58;0;2400032080;27;223;0;27;1323830315;151;200
-;12233A;MTXCREFD;0;3535;K2CDWMTXCREFD;1707914795316979968;790580843094536316;331;4;1;227;1;2;183;2;1256191926;222;180;1;92;-1826535818;188;20
-;12233A;MTXCREFD;0;3535;K2CDWMTXCREFD;1707914795316979968;790580843094536316;331;9;5;195;5;0;86;2;1527527585;210;26;1;4;1324076797;23;116
-;12233A;MTXCREFD;0;3535;K2CDWMTXCREFD;1707914795316979968;790580843094536316;331;8;5;146;0;0;147;2;251429911;210;251;1;194;438024234;196;221
-;12233A;MTXCREFD;0;3535;K2CDWMTXCREFD;1707914795316979968;790580843094536316;331;1;4;229;3;1;43;3;4157681108;28;247;1;71;574099927;177;215
-;12233A;MTXCREFD;0;3535;K2CDWMTXCREFD;1707914795316979968;790580843094536316;331;8;2;61;4;3;103;0;1658808694;168;244;0;67;-253661385;57;168
-;12233A;MTXCREFD;0;3536;K2CDWMTXCREFD;1707914795320041984;7960534097977444888;331;17;1;245;6;0;71;2;3048476092;200;138;1;92;1570221227;45;64
-;12233A;MTXCREFD;0;3536;K2CDWMTXCREFD;1707914795320041984;7960534097977444888;331;2;4;147;3;2;79;3;2621593069;178;96;1;215;719561283;195;34
-;12233A;MTXCREFD;0;3536;K2CDWMTXCREFD;1707914795320041984;7960534097977444888;331;17;2;120;2;3;129;2;2255103423;252;125;0;116;415336437;170;154
-;12233A;MTXCREFD;0;3536;K2CDWMTXCREFD;1707914795320041984;7960534097977444888;331;14;4;96;6;0;151;0;2442882917;158;24;1;78;-470083845;51;63
-;12233A;MTXCREFD;0;3536;K2CDWMTXCREFD;1707914795320041984;7960534097977444888;331;7;3;2;5;2;129;3;126750242;165;250;0;41;729945226;234;76
-;12233A;MTXCREFD;0;3537;K2CDWMTXCREFD;1707914795323107328;8699038775903629675;331;99;6;68;6;1;219;0;2632031435;198;21;0;126;-1394532927;236;62
-;12233A;MTXCREFD;0;3537;K2CDWMTXCREFD;1707914795323107328;8699038775903629675;331;11;7;157;6;3;17;3;2771672167;212;183;0;160;1545868122;222;65
-;12233A;MTXCREFD;0;3537;K2CDWMTXCREFD;1707914795323107328;8699038775903629675;331;14;8;117;0;3;166;0;3336584430;28;40;1;122;-863730428;111;89
-;12233A;MTXCREFD;0;3537;K2CDWMTXCREFD;1707914795323107328;8699038775903629675;331;6;7;152;1;0;124;3;3055293827;118;251;0;31;-1175345426;182;54
-;12233A;MTXCREFD;0;3537;K2CDWMTXCREFD;1707914795323107328;8699038775903629675;331;1;6;171;2;3;248;0;549536225;246;231;0;166;1258047310;206;90
-;12233A;MTXCREFD;0;3538;K2CDWMTXCREFD;1707914795326164736;11363606201566265668;331;9;1;162;0;0;91;2;2017380715;158;248;1;216;1227747410;148;187
-;12233A;MTXCREFD;0;3538;K2CDWMTXCREFD;1707914795326164736;11363606201566265668;331;14;8;14;5;0;83;3;3506036571;173;65;1;166;-2102680422;206;88
-;12233A;MTXCREFD;0;3538;K2CDWMTXCREFD;1707914795326164736;11363606201566265668;331;6;6;33;2;0;244;0;2115711243;74;58;1;165;-578856098;241;160
-;12233A;MTXCREFD;0;3538;K2CDWMTXCREFD;1707914795326164736;11363606201566265668;331;9;8;49;5;0;88;3;814369027;237;169;0;165;1814004840;6;128
-;12233A;MTXCREFD;0;3538;K2CDWMTXCREFD;1707914795326164736;11363606201566265668;331;2;6;32;6;3;91;3;4102343884;132;233;1;216;-1018243818;34;63
-;12233A;MTXCREFD;0;3539;K2CDWMTXCREFD;1707914795329227264;10627335480396632808;331;8;6;15;0;1;206;3;4006869857;74;77;0;130;1911330021;24;57
-;12233A;MTXCREFD;0;3539;K2CDWMTXCREFD;1707914795329227264;10627335480396632808;331;7;2;59;4;0;73;3;98695352;85;248;1;194;1974200422;117;212
-;12233A;MTXCREFD;0;3539;K2CDWMTXCREFD;1707914795329227264;10627335480396632808;331;8;4;246;4;0;101;3;3401241753;34;169;1;211;-651836586;118;197
-;12233A;MTXCREFD;0;3539;K2CDWMTXCREFD;1707914795329227264;10627335480396632808;331;9;8;48;3;3;56;2;102666462;160;65;1;156;-1499385213;117;43
-;12233A;MTXCREFD;0;3539;K2CDWMTXCREFD;1707914795329227264;10627335480396632808;331;15;4;38;4;1;68;3;981211351;136;160;1;188;-973759637;63;198
-;12233A;MTXCREFD;0;3540;K2CDWMTXCREFD;1707914795332281088;14009791763365616560;331;10;6;133;6;1;167;0;1384932479;97;202;1;16;-410529048;181;166
-;12233A;MTXCREFD;0;3540;K2CDWMTXCREFD;1707914795332281088;14009791763365616560;331;7;5;120;6;2;190;2;305095442;228;116;1;121;-1446325348;184;21
-;12233A;MTXCREFD;0;3540;K2CDWMTXCREFD;1707914795332281088;14009791763365616560;331;9;6;82;2;3;152;2;3959085961;50;47;1;195;1489489922;139;164
-;12233A;MTXCREFD;0;3540;K2CDWMTXCREFD;1707914795332281088;14009791763365616560;331;7;4;73;6;0;251;3;1053151704;150;222;1;36;-2079983143;131;253
-;12233A;MTXCREFD;0;3540;K2CDWMTXCREFD;1707914795332281088;14009791763365616560;331;14;3;232;0;1;97;3;1400440432;108;105;1;177;-1587506327;112;250
-;12233A;MTXCREFD;0;3541;K2CDWMTXCREFD;1707914795335346688;9924535891477359835;331;7;6;244;6;3;112;0;990204256;99;103;1;213;-479339559;198;6
-;12233A;MTXCREFD;0;3541;K2CDWMTXCREFD;1707914795335346688;9924535891477359835;331;15;1;172;1;2;88;3;3724902048;182;250;0;95;2090998225;99;99
-;12233A;MTXCREFD;0;3541;K2CDWMTXCREFD;1707914795335346688;9924535891477359835;331;17;8;19;1;3;33;0;1882870084;165;140;1;198;-1431908331;51;62
-;12233A;MTXCREFD;0;3541;K2CDWMTXCREFD;1707914795335346688;9924535891477359835;331;10;2;83;4;1;149;3;3761526590;141;167;0;244;-785543165;141;150
-;12233A;MTXCREFD;0;3541;K2CDWMTXCREFD;1707914795335346688;9924535891477359835;331;9;4;155;2;0;175;2;1302431540;96;73;1;128;1152707676;240;217
-;12233A;MTXCREFD;0;3542;K2CDWMTXCREFD;1707914795338409984;15462801516846433047;331;6;5;215;5;2;67;2;2704525231;23;137;1;214;-544995302;125;161
-;12233A;MTXCREFD;0;3542;K2CDWMTXCREFD;1707914795338409984;15462801516846433047;331;9;3;48;4;0;197;0;3048090224;108;46;0;53;-1835064608;179;240
-;12233A;MTXCREFD;0;3542;K2CDWMTXCREFD;1707914795338409984;15462801516846433047;331;4;6;27;1;2;111;0;190571784;160;170;0;133;-1237372214;215;197
-;12233A;MTXCREFD;0;3542;K2CDWMTXCREFD;1707914795338409984;15462801516846433047;331;17;5;146;1;1;152;0;3068224718;141;112;0;161;-2111833898;183;42
-;12233A;MTXCREFD;0;3542;K2CDWMTXCREFD;1707914795338409984;15462801516846433047;331;1;1;107;5;2;206;0;1968376703;251;132;1;221;776923968;172;123
-;12233A;MTXCREFD;0;3543;K2CDWMTXCREFD;1707914795341478912;9144253890630160625;331;1;5;132;4;2;110;0;3607557921;86;180;0;212;-1183374115;69;115
-;12233A;MTXCREFD;0;3543;K2CDWMTXCREFD;1707914795341478912;9144253890630160625;331;10;3;49;5;0;154;3;3423207490;98;134;1;178;544074511;219;147
-;12233A;MTXCREFD;0;3543;K2CDWMTXCREFD;1707914795341478912;9144253890630160625;331;99;8;79;3;2;184;3;4089317603;247;55;0;247;-153164513;2;58
-;12233A;MTXCREFD;0;3543;K2CDWMTXCREFD;1707914795341478912;9144253890630160625;331;2;8;36;6;1;171;3;4019750703;113;196;0;72;-2001472234;13;21
-;12233A;MTXCREFD;0;3543;K2CDWMTXCREFD;1707914795341478912;9144253890630160625;331;5;4;220;3;2;182;0;3679632966;145;122;1;179;2045975962;198;68
-;12233A;MTXCREFD;0;3544;K2CDWMTXCREFD;1707914795344563200;5457419588685887150;331;5;8;226;6;2;240;3;1001505598;167;136;0;11;-308033079;239;240
-;12233A;MTXCREFD;0;3544;K2CDWMTXCREFD;1707914795344563200;5457419588685887150;331;99;7;202;4;3;246;2;3795723411;30;133;1;12;-1219754810;128;30
-;12233A;MTXCREFD;0;3544;K2CDWMTXCREFD;1707914795344563200;5457419588685887150;331;2;4;248;1;2;224;2;2233518282;74;37;1;88;-601772911;53;212
-;12233A;MTXCREFD;0;3544;K2CDWMTXCREFD;1707914795344563200;5457419588685887150;331;9;1;234;4;2;232;3;724930821;74;24;1;20;-1332145721;99;32
-;12233A;MTXCREFD;0;3544;K2CDWMTXCREFD;1707914795344563200;5457419588685887150;331;99;3;181;2;1;50;0;32896615;188;201;1;55;1191680443;59;129
-;12233A;MTXCREFD;0;3545;K2CDWMTXCREFD;1707914795347625216;17600292939376575095;331;1;5;133;3;2;71;2;1910611639;123;64;0;199;-1501528653;228;211
-;12233A;MTXCREFD;0;3545;K2CDWMTXCREFD;1707914795347625216;17600292939376575095;331;15;8;60;1;3;104;2;651013965;6;94;1;70;1269751910;140;204
-;12233A;MTXCREFD;0;3545;K2CDWMTXCREFD;1707914795347625216;17600292939376575095;331;4;6;208;6;0;86;3;1986801592;23;167;0;161;1475447142;144;140
-;12233A;MTXCREFD;0;3545;K2CDWMTXCREFD;1707914795347625216;17600292939376575095;331;11;1;154;4;1;146;2;2095084690;27;76;1;169;796665032;225;132
-;12233A;MTXCREFD;0;3545;K2CDWMTXCREFD;1707914795347625216;17600292939376575095;331;15;4;162;2;3;233;0;493723142;128;243;1;195;73237894;209;65
-;12233A;MTXCREFD;0;3546;K2CDWMTXCREFD;1707914795350696192;17061979655441735930;331;1;5;98;0;0;235;0;2127649817;111;207;1;44;-399590663;32;175
-;12233A;MTXCREFD;0;3546;K2CDWMTXCREFD;1707914795350696192;17061979655441735930;331;4;8;159;0;1;25;2;3336379192;97;24;0;96;-1365142315;131;155
-;12233A;MTXCREFD;0;3546;K2CDWMTXCREFD;1707914795350696192;17061979655441735930;331;5;3;43;0;0;233;2;3221394344;143;32;1;236;-1347412059;173;95
-;12233A;MTXCREFD;0;3546;K2CDWMTXCREFD;1707914795350696192;17061979655441735930;331;2;6;241;3;1;198;3;3234057085;66;112;0;144;1960154099;33;254
-;12233A;MTXCREFD;0;3546;K2CDWMTXCREFD;1707914795350696192;17061979655441735930;331;99;6;147;5;2;147;3;2415759543;103;180;1;69;-653654907;100;167
-;12233A;MTXCREFD;0;3547;K2CDWMTXCREFD;1707914795353765376;587418851008717465;331;8;2;149;1;1;163;2;1929143208;137;38;0;25;-1068154860;97;180
-;12233A;MTXCREFD;0;3547;K2CDWMTXCREFD;1707914795353765376;587418851008717465;331;4;2;181;1;2;201;3;2441680030;10;105;1;148;-1520235121;102;121
-;12233A;MTXCREFD;0;3547;K2CDWMTXCREFD;1707914795353765376;587418851008717465;331;7;8;191;2;1;99;0;2572263073;72;183;1;101;-796602233;18;215
-;12233A;MTXCREFD;0;3547;K2CDWMTXCREFD;1707914795353765376;587418851008717465;331;4;4;118;4;0;40;3;1983255409;53;38;0;20;2050061294;52;63
-;12233A;MTXCREFD;0;3547;K2CDWMTXCREFD;1707914795353765376;587418851008717465;331;17;7;19;5;0;81;0;3165989043;236;250;0;199;1383722155;195;250
-;12233A;MTXCREFD;0;3548;K2CDWMTXCREFD;1707914795356853760;8334373729202814765;331;99;8;121;4;1;175;0;2866839990;26;63;1;28;-1870353086;181;50
-;12233A;MTXCREFD;0;3548;K2CDWMTXCREFD;1707914795356853760;8334373729202814765;331;14;3;203;4;1;118;3;1805925675;178;175;0;88;-627334914;227;200
-;12233A;MTXCREFD;0;3548;K2CDWMTXCREFD;1707914795356853760;8334373729202814765;331;99;8;224;2;2;220;0;1204746291;182;188;1;135;1583152922;161;24
-;12233A;MTXCREFD;0;3548;K2CDWMTXCREFD;1707914795356853760;8334373729202814765;331;11;3;91;1;2;109;2;2180055306;228;124;1;82;-166011590;185;186
-;12233A;MTXCREFD;0;3548;K2CDWMTXCREFD;1707914795356853760;8334373729202814765;331;2;2;45;1;0;84;3;2506978372;186;241;0;130;-975526423;28;222
-;12233A;MTXCREFD;0;3549;K2CDWMTXCREFD;1707914795359912448;8691223923839768964;331;1;1;244;2;3;215;0;776242662;230;231;0;78;-1683543599;29;239
-;12233A;MTXCREFD;0;3549;K2CDWMTXCREFD;1707914795359912448;8691223923839768964;331;5;6;145;5;0;101;2;3980582082;140;144;1;235;-1821844706;16;200
-;12233A;MTXCREFD;0;3549;K2CDWMTXCREFD;1707914795359912448;8691223923839768964;331;5;6;80;4;1;39;0;2363814345;63;15;0;13;-465535373;231;232
-;12233A;MTXCREFD;0;3549;K2CDWMTXCREFD;1707914795359912448;8691223923839768964;331;10;7;178;6;2;46;0;942955022;46;51;1;162;-253415464;27;8
-;12233A;MTXCREFD;0;3549;K2CDWMTXCREFD;1707914795359912448;8691223923839768964;331;1;2;239;4;1;50;2;4268500136;188;168;0;98;-628555542;56;110
-;12233A;MTXCREFD;0;3550;K2CDWMTXCREFD;1707914795362970368;15495538380116617757;331;7;8;8;3;1;46;3;3158364394;108;188;0;63;-1127169412;131;211
-;12233A;MTXCREFD;0;3550;K2CDWMTXCREFD;1707914795362970368;15495538380116617757;331;1;4;131;1;2;16;2;328451808;30;183;0;110;1707540889;186;179
-;12233A;MTXCREFD;0;3550;K2CDWMTXCREFD;1707914795362970368;15495538380116617757;331;17;8;46;4;0;42;0;377196519;84;151;0;1;839825852;69;0
-;12233A;MTXCREFD;0;3550;K2CDWMTXCREFD;1707914795362970368;15495538380116617757;331;10;4;216;0;0;97;3;556570354;7;4;0;26;-1383900166;172;136
-;12233A;MTXCREFD;0;3550;K2CDWMTXCREFD;1707914795362970368;15495538380116617757;331;8;3;78;2;3;104;0;2027662543;242;98;0;85;890051732;225;64
-;12233A;MTXCREFD;0;3551;K2CDWMTXCREFD;1707914795366062592;4744889195797231852;331;2;2;54;6;1;8;2;2266332408;232;89;0;229;587921606;223;243
-;12233A;MTXCREFD;0;3551;K2CDWMTXCREFD;1707914795366062592;4744889195797231852;331;9;7;79;6;1;105;2;4072373843;8;33;1;77;1720711701;217;105
-;12233A;MTXCREFD;0;3551;K2CDWMTXCREFD;1707914795366062592;4744889195797231852;331;11;2;73;5;3;185;3;1976367800;105;108;1;178;1199980384;182;193
-;12233A;MTXCREFD;0;3551;K2CDWMTXCREFD;1707914795366062592;4744889195797231852;331;9;4;1;6;0;156;2;960853430;167;106;1;127;959917779;60;212
-;12233A;MTXCREFD;0;3551;K2CDWMTXCREFD;1707914795366062592;4744889195797231852;331;17;1;208;0;3;137;2;194893022;246;63;1;171;-703320297;60;254
-;12233A;MTXCREFD;0;3552;K2CDWMTXCREFD;1707914795369129984;14539267370663284446;331;1;2;83;2;2;110;3;1226823553;217;188;0;46;-513115491;212;155
-;12233A;MTXCREFD;0;3552;K2CDWMTXCREFD;1707914795369129984;14539267370663284446;331;8;3;95;0;1;152;2;3287208411;33;105;1;40;-1803762068;223;198
-;12233A;MTXCREFD;0;3552;K2CDWMTXCREFD;1707914795369129984;14539267370663284446;331;9;5;6;1;1;149;0;657571912;246;243;1;34;-964036082;201;246
-;12233A;MTXCREFD;0;3552;K2CDWMTXCREFD;1707914795369129984;14539267370663284446;331;6;6;207;0;1;80;3;1435286791;204;201;1;52;1434619947;184;159
-;12233A;MTXCREFD;0;3552;K2CDWMTXCREFD;1707914795369129984;14539267370663284446;331;14;8;56;4;0;234;2;3460763848;118;100;0;4;-661152397;37;6
-;12233A;MTXCREFD;0;3553;K2CDWMTXCREFD;1707914795372193280;17736586861577411193;331;1;7;207;5;1;27;0;2983130821;77;176;1;90;-1722981591;92;23
-;12233A;MTXCREFD;0;3553;K2CDWMTXCREFD;1707914795372193280;17736586861577411193;331;8;7;145;4;2;173;3;85354435;241;160;1;231;-608806508;160;46
-;12233A;MTXCREFD;0;3553;K2CDWMTXCREFD;1707914795372193280;17736586861577411193;331;10;8;232;4;1;125;3;3225373423;155;240;1;161;1441205483;80;195
-;12233A;MTXCREFD;0;3553;K2CDWMTXCREFD;1707914795372193280;17736586861577411193;331;1;1;96;5;2;146;0;1700904960;102;159;1;185;1055587941;62;74
-;12233A;MTXCREFD;0;3553;K2CDWMTXCREFD;1707914795372193280;17736586861577411193;331;99;2;145;2;2;115;0;660248583;67;82;1;164;875389114;86;0
-;12233A;MTXCREFD;0;3554;K2CDWMTXCREFD;1707914795375276800;2225070322770757576;331;99;8;225;4;2;76;0;1558488922;18;15;1;222;850625022;79;251
-;12233A;MTXCREFD;0;3554;K2CDWMTXCREFD;1707914795375276800;2225070322770757576;331;99;8;117;0;0;131;2;1724902676;10;242;0;7;495200367;23;26
-;12233A;MTXCREFD;0;3554;K2CDWMTXCREFD;1707914795375276800;2225070322770757576;331;99;3;48;2;1;125;3;1773282833;54;137;1;184;-92248364;20;171
-;12233A;MTXCREFD;0;3554;K2CDWMTXCREFD;1707914795375276800;2225070322770757576;331;6;3;196;6;2;100;3;3892916796;46;246;1;71;1413853917;12;223
-;12233A;MTXCREFD;0;3554;K2CDWMTXCREFD;1707914795375276800;2225070322770757576;331;17;4;47;4;0;159;2;1424364859;78;133;1;52;1850709758;118;87
-;12233A;MTXCREFD;0;3555;K2CDWMTXCREFD;1707914795378348544;8320179512104081120;331;5;3;133;3;1;193;0;1188239000;211;202;0;34;1218955213;34;145
-;12233A;MTXCREFD;0;3555;K2CDWMTXCREFD;1707914795378348544;8320179512104081120;331;17;8;228;1;3;32;0;1161924251;162;1;0;99;1481472471;38;199
-;12233A;MTXCREFD;0;3555;K2CDWMTXCREFD;1707914795378348544;8320179512104081120;331;4;7;59;3;1;149;2;1213187464;153;175;1;167;-552915791;58;241
-;12233A;MTXCREFD;0;3555;K2CDWMTXCREFD;1707914795378348544;8320179512104081120;331;17;6;129;0;1;226;0;555049115;89;127;1;191;423584776;196;252
-;12233A;MTXCREFD;0;3555;K2CDWMTXCREFD;1707914795378348544;8320179512104081120;331;1;4;218;2;0;208;2;2300795367;121;41;0;113;-1057495595;77;29
-;12233A;MTXCREFD;0;3556;K2CDWMTXCREFD;1707914795381436928;11429578452222615947;331;1;4;197;1;1;143;2;2726280901;249;113;1;107;649754597;;227
-;12233A;MTXCREFD;0;3556;K2CDWMTXCREFD;1707914795381436928;11429578452222615947;331;2;3;;4;0;172;0;2118667288;167;208;1;100;-1825548884;193;241
-;12233A;MTXCREFD;0;3556;K2CDWMTXCREFD;1707914795381436928;11429578452222615947;331;5;3;116;2;1;99;0;4158012956;129;120;0;42;-839843103;39;220
-;12233A;MTXCREFD;0;3556;K2CDWMTXCREFD;1707914795381436928;11429578452222615947;331;5;3;180;1;1;81;0;2289912811;13;80;0;218;-213135402;135;55
-;12233A;MTXCREFD;0;3556;K2CDWMTXCREFD;1707914795381436928;11429578452222615947;331;1;7;185;5;3;65;0;1491418714;148;239;0;223;-743085132;241;58
-;12233A;MTXCREFD;0;3557;K2CDWMTXCREFD;1707914795384530688;6950138773917887454;331;17;5;156;1;0;130;0;3982143835;43;145;1;178;-497172358;35;51
-;12233A;MTXCREFD;0;3557;K2CDWMTXCREFD;1707914795384530688;6950138773917887454;331;15;7;113;4;1;169;2;2342735277;209;6;1;231;609814315;189;113
-;12233A;MTXCREFD;0;3557;K2CDWMTXCREFD;1707914795384530688;6950138773917887454;331;17;4;254;1;1;116;3;1106893771;171;198;0;174;-1095849331;137;108
-;12233A;MTXCREFD;0;3557;K2CDWMTXCREFD;1707914795384530688;6950138773917887454;331;11;4;213;5;0;173;3;2086721471;107;26;1;144;-1068355811;9;59
-;12233A;MTXCREFD;0;3557;K2CDWMTXCREFD;1707914795384530688;6950138773917887454;331;11;2;251;2;3;48;2;615680271;155;8;1;153;1360156695;97;77
-;12233A;MTXCREFD;0;3558;K2CDWMTXCREFD;1707914795387611648;10163864345560033015;331;10;6;151;4;3;43;2;622616838;222;127;1;207;-1780379614;194;35
-;12233A;MTXCREFD;0;3558;K2CDWMTXCREFD;1707914795387611648;10163864345560033015;331;15;8;21;4;2;13;0;3043346165;152;128;1;191;-1742801596;172;13
-;12233A;MTXCREFD;0;3558;K2CDWMTXCREFD;1707914795387611648;10163864345560033015;331;4;8;121;4;3;169;3;954809213;58;162;0;193;1016779340;22;195
