'768715101':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '266897078074289146', 'ENR_INSTRUMENTGROUPCODE': '8i', 'ENR_OFFICIALSEGMENT': 'jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy', 'ENR_TRADINGCURRENCY': 'eRU', 'ENR_CURRENCYCOEFFICIENT': '3936869548', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4082490661', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'579919728':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16081107132960409725', 'ENR_INSTRUMENTGROUPCODE': 'GG', 'ENR_OFFICIALSEGMENT': 'Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n', 'ENR_TRADINGCURRENCY': '9UV', 'ENR_CURRENCYCOEFFICIENT': '468501852', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2448287991', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'645935213':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '7284258380882109656', 'ENR_INSTRUMENTGROUPCODE': 'UL', 'ENR_OFFICIALSEGMENT': '36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9', 'ENR_TRADINGCURRENCY': 'MR3', 'ENR_CURRENCYCOEFFICIENT': '786392512', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2029096719', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'356770038':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5335225445799982555', 'ENR_INSTRUMENTGROUPCODE': 'AD', 'ENR_OFFICIALSEGMENT': 'Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd', 'ENR_TRADINGCURRENCY': 'XIU', 'ENR_CURRENCYCOEFFICIENT': '1988816536', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1403079657', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'648090412':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '167335769121138592', 'ENR_INSTRUMENTGROUPCODE': 'n3', 'ENR_OFFICIALSEGMENT': 'QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507', 'ENR_TRADINGCURRENCY': 'kd0', 'ENR_CURRENCYCOEFFICIENT': '1025439045', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1521194008', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'315863755':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13013610096980342663', 'ENR_INSTRUMENTGROUPCODE': 'zi', 'ENR_OFFICIALSEGMENT': 'n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993', 'ENR_TRADINGCURRENCY': 'ZxP', 'ENR_CURRENCYCOEFFICIENT': '1185135321', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2700231817', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'910422888':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17024290165148727136', 'ENR_INSTRUMENTGROUPCODE': '0t', 'ENR_OFFICIALSEGMENT': 'GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud', 'ENR_TRADINGCURRENCY': '7hs', 'ENR_CURRENCYCOEFFICIENT': '2333129586', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4224521335', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'773240909':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10420890321279608836', 'ENR_INSTRUMENTGROUPCODE': 'L4', 'ENR_OFFICIALSEGMENT': 'BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu', 'ENR_TRADINGCURRENCY': '7HO', 'ENR_CURRENCYCOEFFICIENT': '4044296391', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4041271779', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'20640451':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2876767187145082859', 'ENR_INSTRUMENTGROUPCODE': 'Th', 'ENR_OFFICIALSEGMENT': '3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw', 'ENR_TRADINGCURRENCY': 'acx', 'ENR_CURRENCYCOEFFICIENT': '2408594424', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1018186798', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'37149125':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11511670735128227535', 'ENR_INSTRUMENTGROUPCODE': 'op', 'ENR_OFFICIALSEGMENT': 'Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY', 'ENR_TRADINGCURRENCY': 'mAM', 'ENR_CURRENCYCOEFFICIENT': '3853572414', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1850639244', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'509093810':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1106572295755281863', 'ENR_INSTRUMENTGROUPCODE': 'Wx', 'ENR_OFFICIALSEGMENT': 'OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n', 'ENR_TRADINGCURRENCY': 'te1', 'ENR_CURRENCYCOEFFICIENT': '2553492281', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '11358153', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'922513693':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4683628498442344368', 'ENR_INSTRUMENTGROUPCODE': '9v', 'ENR_OFFICIALSEGMENT': 'JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR', 'ENR_TRADINGCURRENCY': 'pHf', 'ENR_CURRENCYCOEFFICIENT': '3137226570', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '405583517', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'231362315':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13591859895925755072', 'ENR_INSTRUMENTGROUPCODE': 'zZ', 'ENR_OFFICIALSEGMENT': 'f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb', 'ENR_TRADINGCURRENCY': '9UD', 'ENR_CURRENCYCOEFFICIENT': '2141840673', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '965100886', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'105108297':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '12560490813292387585', 'ENR_INSTRUMENTGROUPCODE': '5I', 'ENR_OFFICIALSEGMENT': 'q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN', 'ENR_TRADINGCURRENCY': 'j66', 'ENR_CURRENCYCOEFFICIENT': '1375150690', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2128515861', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'136283212':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16917003236363965301', 'ENR_INSTRUMENTGROUPCODE': 'Qk', 'ENR_OFFICIALSEGMENT': 'jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4', 'ENR_TRADINGCURRENCY': 'nlk', 'ENR_CURRENCYCOEFFICIENT': '235036440', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1142496033', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'418664403':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16107250302887779993', 'ENR_INSTRUMENTGROUPCODE': 'Sh', 'ENR_OFFICIALSEGMENT': 'y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN', 'ENR_TRADINGCURRENCY': '6dU', 'ENR_CURRENCYCOEFFICIENT': '2743569216', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1129791786', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'611076622':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4464391562571660486', 'ENR_INSTRUMENTGROUPCODE': 'Ro', 'ENR_OFFICIALSEGMENT': '8R93JgLqtgUOQf7bYc4l0UTfmVaeZxnvCTxmveY8dOMhc1eZ4Z353awpQ32mgWieFYrObR', 'ENR_TRADINGCURRENCY': '1Ft', 'ENR_CURRENCYCOEFFICIENT': '3991807441', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4244207925', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'521966104':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5561708281641363767', 'ENR_INSTRUMENTGROUPCODE': 'C0', 'ENR_OFFICIALSEGMENT': '4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO', 'ENR_TRADINGCURRENCY': 'szr', 'ENR_CURRENCYCOEFFICIENT': '2271801785', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3610844124', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'671031343':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2277666122434755719', 'ENR_INSTRUMENTGROUPCODE': 'go', 'ENR_OFFICIALSEGMENT': 'tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3', 'ENR_TRADINGCURRENCY': 'vHh', 'ENR_CURRENCYCOEFFICIENT': '209292385', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '506800696', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'273258314':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15339731900989333959', 'ENR_INSTRUMENTGROUPCODE': 'Pu', 'ENR_OFFICIALSEGMENT': '8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG', 'ENR_TRADINGCURRENCY': 'xB7', 'ENR_CURRENCYCOEFFICIENT': '4056966122', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3771760196', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'120173096':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18224159925091816607', 'ENR_INSTRUMENTGROUPCODE': '5G', 'ENR_OFFICIALSEGMENT': 'IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI', 'ENR_TRADINGCURRENCY': 'qwC', 'ENR_CURRENCYCOEFFICIENT': '3235506832', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2147312822', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'610827639':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '404485177659377737', 'ENR_INSTRUMENTGROUPCODE': 'Rc', 'ENR_OFFICIALSEGMENT': 'wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN', 'ENR_TRADINGCURRENCY': 'Wn9', 'ENR_CURRENCYCOEFFICIENT': '1910389133', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3823951554', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'366139516':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '7098185481396160225', 'ENR_INSTRUMENTGROUPCODE': 'K4', 'ENR_OFFICIALSEGMENT': 'lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr', 'ENR_TRADINGCURRENCY': 'ERY', 'ENR_CURRENCYCOEFFICIENT': '2210663297', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3262542249', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'135619081':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13521653307139138462', 'ENR_INSTRUMENTGROUPCODE': 'Ox', 'ENR_OFFICIALSEGMENT': 'B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih', 'ENR_TRADINGCURRENCY': 'Kyw', 'ENR_CURRENCYCOEFFICIENT': '757520659', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2618767501', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'213949604':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2808618809613454277', 'ENR_INSTRUMENTGROUPCODE': '3p', 'ENR_OFFICIALSEGMENT': '4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF', 'ENR_TRADINGCURRENCY': 'bi5', 'ENR_CURRENCYCOEFFICIENT': '3849503028', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1744694244', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'451829176':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13023257585034230035', 'ENR_INSTRUMENTGROUPCODE': 'DB', 'ENR_OFFICIALSEGMENT': 'tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs', 'ENR_TRADINGCURRENCY': '6yH', 'ENR_CURRENCYCOEFFICIENT': '2168245239', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '948051717', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'548619297':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9051513195601219563', 'ENR_INSTRUMENTGROUPCODE': 'e5', 'ENR_OFFICIALSEGMENT': 'LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD', 'ENR_TRADINGCURRENCY': 'py7', 'ENR_CURRENCYCOEFFICIENT': '4243157527', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1263944569', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'51267762':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4871479418555692688', 'ENR_INSTRUMENTGROUPCODE': '92', 'ENR_OFFICIALSEGMENT': '6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk', 'ENR_TRADINGCURRENCY': 'Htk', 'ENR_CURRENCYCOEFFICIENT': '455828342', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3467496179', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'587677045':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16171179892472711912', 'ENR_INSTRUMENTGROUPCODE': 'kG', 'ENR_OFFICIALSEGMENT': 'sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH', 'ENR_TRADINGCURRENCY': 'T49', 'ENR_CURRENCYCOEFFICIENT': '342248851', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3943033858', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'24832667':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '754693969242946701', 'ENR_INSTRUMENTGROUPCODE': 'Lp', 'ENR_OFFICIALSEGMENT': 'DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4', 'ENR_TRADINGCURRENCY': 'PvH', 'ENR_CURRENCYCOEFFICIENT': '3292635971', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4077098094', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'586141911':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10043855042185970472', 'ENR_INSTRUMENTGROUPCODE': 'TG', 'ENR_OFFICIALSEGMENT': 'wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8', 'ENR_TRADINGCURRENCY': 'Qqu', 'ENR_CURRENCYCOEFFICIENT': '670568094', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1886547054', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'841345320':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '352796078004099579', 'ENR_INSTRUMENTGROUPCODE': 'mN', 'ENR_OFFICIALSEGMENT': 'dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM', 'ENR_TRADINGCURRENCY': 'QWD', 'ENR_CURRENCYCOEFFICIENT': '2767315310', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1247936017', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'733634346':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11491051784184581446', 'ENR_INSTRUMENTGROUPCODE': '7B', 'ENR_OFFICIALSEGMENT': 'rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1', 'ENR_TRADINGCURRENCY': 'uUk', 'ENR_CURRENCYCOEFFICIENT': '2164569466', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2265274919', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'372840':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '8845433091090285547', 'ENR_INSTRUMENTGROUPCODE': 'Rt', 'ENR_OFFICIALSEGMENT': '6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg', 'ENR_TRADINGCURRENCY': '4on', 'ENR_CURRENCYCOEFFICIENT': '1613020397', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2323207793', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'411542454':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15219404500678569998', 'ENR_INSTRUMENTGROUPCODE': 'yU', 'ENR_OFFICIALSEGMENT': 'pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW', 'ENR_TRADINGCURRENCY': 'xNJ', 'ENR_CURRENCYCOEFFICIENT': '2649737116', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3640176814', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'326226168':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18020418402651892188', 'ENR_INSTRUMENTGROUPCODE': 'OR', 'ENR_OFFICIALSEGMENT': 'Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy', 'ENR_TRADINGCURRENCY': 'pBm', 'ENR_CURRENCYCOEFFICIENT': '2122758401', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1600713454', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'506920201':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10371050094939480451', 'ENR_INSTRUMENTGROUPCODE': 'HB', 'ENR_OFFICIALSEGMENT': 'LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF', 'ENR_TRADINGCURRENCY': 'mB7', 'ENR_CURRENCYCOEFFICIENT': '2043360166', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1449635314', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
